"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","cluster"
7.45541652085576e-13,0.6099472711534,0.335,0.222,1.3424968529105e-08,"AL161772.1","0"
7.74517305873583e-13,0.518177959290298,0.349,0.23,1.39467331268656e-08,"OGDHL","0"
7.7629647880543e-13,0.591142673541284,0.295,0.186,1.39787706938494e-08,"DYRK1A","0"
7.8132919397686e-13,0.439327052650703,0.491,0.36,1.40693947959413e-08,"SMAP2","0"
7.8346258278083e-13,0.417864665220672,0.489,0.353,1.41078107281344e-08,"CHRM1","0"
8.22173467198629e-13,0.470639570526937,0.415,0.288,1.48048776238457e-08,"AKT3","0"
8.27455398156532e-13,0.540499203527,0.374,0.256,1.48999893546047e-08,"CSRNP3","0"
8.56025872701473e-13,0.386783358203118,0.589,0.451,1.54144578897354e-08,"FABP3","0"
8.60299599662222e-13,0.570133875885017,0.293,0.184,1.54914148911176e-08,"MGRN1","0"
8.60371126817998e-13,0.546859716470024,0.311,0.199,1.54927028806117e-08,"TMEM63B","0"
8.91938874656997e-13,0.638752012152986,0.293,0.186,1.60611433159485e-08,"FAM102B","0"
8.97375968372e-13,0.529716516573782,0.291,0.18,1.61590490624746e-08,"TFG","0"
9.15713210265608e-13,0.3107887750237,0.728,0.586,1.64892477772528e-08,"NELL2","0"
1.03350037978937e-12,0.287380752633114,0.836,0.751,1.86102413388672e-08,"COX7B","0"
1.05280921021341e-12,0.634148501669826,0.252,0.151,1.8957935448313e-08,"SCAI","0"
1.05565998562135e-12,0.403682978477503,0.485,0.353,1.90092693610836e-08,"ARPC5L","0"
1.15245649951873e-12,0.701816165011907,0.259,0.159,2.07522841868337e-08,"COQ10B","0"
1.18089915928838e-12,0.579526848279287,0.299,0.19,2.12644511613058e-08,"RTN2","0"
1.23837258916008e-12,0.555570058722334,0.304,0.193,2.22993752130056e-08,"ASAP1","0"
1.25465834672879e-12,0.560820721490108,0.319,0.208,2.25926328495453e-08,"SLC20A1","0"
1.28694265924859e-12,0.414901777324951,0.534,0.409,2.31739764650894e-08,"ARNT2","0"
1.45736288459702e-12,0.617027114287243,0.287,0.182,2.62427334629385e-08,"PELI3","0"
1.45785840025084e-12,0.592838964202182,0.271,0.167,2.62516562133168e-08,"CLASP1","0"
1.4975548315e-12,0.550766855381815,0.308,0.196,2.69664698508204e-08,"ACTL6B","0"
1.54004146128326e-12,0.626442324272734,0.275,0.17,2.77315265933277e-08,"B4GALT6","0"
1.62515920461658e-12,0.399504148036255,0.516,0.386,2.92642417975308e-08,"ADGRL1","0"
1.64548989763232e-12,0.538674798412575,0.306,0.195,2.96303365866651e-08,"HSPA1B","0"
1.64983589993567e-12,0.49628714909009,0.358,0.239,2.97085950501415e-08,"LMBRD2","0"
1.67764194872223e-12,0.568166095121974,0.33,0.217,3.02092985706411e-08,"SNAP47","0"
1.68613697263121e-12,0.367811734596521,0.595,0.464,3.03622684661702e-08,"PPP2R2C","0"
1.81021869564093e-12,0.653746195460634,0.266,0.165,3.25966080524063e-08,"TLK1","0"
1.84556423198165e-12,0.374116950380231,0.664,0.533,3.32330751252936e-08,"CBX6","0"
1.89690628928822e-12,0.436707304262623,0.443,0.316,3.41575915512129e-08,"ADD2","0"
1.90959148330654e-12,0.452199122270675,0.453,0.325,3.43860138399008e-08,"AKR1B1","0"
1.97995933691663e-12,0.452134101674863,0.407,0.282,3.56531277798578e-08,"PTGES2","0"
2.07460366975807e-12,0.379779557832125,0.52,0.389,3.73573882813335e-08,"RBFOX3","0"
2.10961734251686e-12,0.346491821339851,0.606,0.47,3.79878794867011e-08,"SULT4A1","0"
2.12674441099999e-12,0.287279197873358,0.829,0.725,3.82962866088767e-08,"RHBDD2","0"
2.4453914227669e-12,0.509581036947942,0.388,0.272,4.40341633497636e-08,"TMEM246","0"
2.65416496623723e-12,0.315077586760205,0.694,0.56,4.77935485470338e-08,"KIF3C","0"
2.6550920127597e-12,0.516454380455763,0.349,0.234,4.78102418737639e-08,"IDH3A","0"
2.66756579160755e-12,0.537974640583615,0.337,0.225,4.80348572094772e-08,"CRELD1","0"
2.8125622524376e-12,0.46375520923561,0.339,0.221,5.06458084796438e-08,"WNK2","0"
2.82643638188482e-12,0.603347427675223,0.262,0.16,5.08956399286e-08,"AFG3L2","0"
2.84464167069963e-12,0.464138694695537,0.438,0.313,5.12234625642883e-08,"OPCML","0"
2.85447538889475e-12,0.524709095017574,0.306,0.195,5.14005383278278e-08,"ATRN","0"
2.92651628134741e-12,0.45438801031064,0.452,0.33,5.26977786782228e-08,"DDX1","0"
2.98753947359403e-12,0.523934909304931,0.343,0.23,5.37966233010077e-08,"UBR3","0"
3.06632159515606e-12,0.582693126153536,0.297,0.19,5.52152529639752e-08,"ZNF25","0"
3.07493315098637e-12,0.607329298156617,0.276,0.173,5.53703212498115e-08,"FAM20B","0"
3.22856284284447e-12,0.516831826147509,0.331,0.217,5.81367311111004e-08,"MAP3K12","0"
3.25881679802934e-12,0.337210538514201,0.717,0.592,5.86815140821143e-08,"RAN","0"
3.35958799934592e-12,0.602529704328406,0.277,0.173,6.04961011042219e-08,"QRICH1","0"
3.4567279412324e-12,0.469017774249152,0.416,0.293,6.22453000377718e-08,"SLU7","0"
3.58149786124518e-12,0.560189374399141,0.285,0.179,6.44920319874419e-08,"C20orf27","0"
3.72369830796882e-12,0.45010269785419,0.485,0.358,6.70526354315945e-08,"NEGR1","0"
3.74590864831665e-12,0.537197116964208,0.34,0.227,6.7452577030238e-08,"BOLA3","0"
3.75797735796397e-12,0.528019132088685,0.354,0.239,6.76698982848572e-08,"ACTR3B","0"
3.94653539328571e-12,0.505065522094923,0.358,0.243,7.10652628268958e-08,"GALNT9","0"
3.95414960579889e-12,0.300461870449908,0.813,0.744,7.12023719516205e-08,"PGK1","0"
4.03004099778327e-12,0.441332092447508,0.48,0.358,7.25689482470834e-08,"LONRF2","0"
4.12565973725468e-12,0.439226617895475,0.41,0.285,7.4290754888745e-08,"SUGP2","0"
4.30145724160529e-12,0.461987935862881,0.449,0.323,7.74563405495865e-08,"EIF4G3","0"
4.35929550586507e-12,0.517809830928798,0.34,0.226,7.84978341741123e-08,"CNTNAP1","0"
4.47876823171072e-12,0.551676142617844,0.326,0.217,8.06491795484149e-08,"KIAA0232","0"
4.58049987613181e-12,0.616190190837031,0.265,0.164,8.24810612695056e-08,"ASPDH","0"
4.73545737536471e-12,0.550403697881786,0.256,0.156,8.52713809581924e-08,"FABP7","0"
4.88845014504188e-12,0.506814823670865,0.29,0.183,8.80263217617692e-08,"GTF2F1","0"
4.89101948922904e-12,0.522867748193407,0.348,0.235,8.80725879425473e-08,"DEXI","0"
4.93198158112751e-12,0.584941807872801,0.269,0.167,8.8810192331363e-08,"C1D","0"
5.47329732367516e-12,0.534695556500473,0.318,0.208,9.85576649074186e-08,"DLG3","0"
5.6639835371998e-12,0.637942090704025,0.261,0.162,1.01991351554357e-07,"CUL1","0"
5.68923252273657e-12,0.488043531246332,0.338,0.225,1.02446010036917e-07,"AMD1","0"
5.8778371558762e-12,0.567217265728425,0.279,0.176,1.05842213665863e-07,"ITSN1","0"
5.99304168444493e-12,0.318125694968105,0.756,0.641,1.079167016118e-07,"C1QTNF4","0"
6.21289467571435e-12,0.517540022052006,0.309,0.199,1.11875594425588e-07,"IFNGR2","0"
6.25644456675905e-12,0.428312266685701,0.452,0.326,1.1265979731363e-07,"AASDHPPT","0"
6.37883629208633e-12,0.503222618456601,0.338,0.226,1.14863705111599e-07,"ADGRB3","0"
6.40220137853398e-12,0.590690459074666,0.272,0.17,1.15284440223261e-07,"MOSMO","0"
6.7228529584208e-12,0.607329298156617,0.277,0.175,1.21058413222283e-07,"BORCS8","0"
6.79746639685096e-12,0.471547904953354,0.446,0.327,1.22401977408095e-07,"SERP2","0"
7.17621914027653e-12,0.589368158274163,0.288,0.185,1.29222178058959e-07,"ZNF385A","0"
7.28804725397028e-12,0.528179846717296,0.324,0.214,1.31235866902243e-07,"STXBP5","0"
7.46287462180008e-12,0.53791453068097,0.3,0.193,1.34383983314754e-07,"SLC4A3","0"
8.01114795510723e-12,0.484057425370635,0.417,0.299,1.44256741227616e-07,"CS","0"
8.04492864629024e-12,0.559224976718079,0.287,0.183,1.44865030133748e-07,"UBE3A","0"
8.15542025119577e-12,0.579156879039951,0.277,0.175,1.46854652463282e-07,"MRPS6","0"
8.19957296943494e-12,0.549824616075982,0.291,0.186,1.47649710460615e-07,"FOXP1","0"
8.45610216332622e-12,0.500810827320209,0.345,0.232,1.52269031655015e-07,"HERPUD1","0"
8.48709304676982e-12,0.562198371862336,0.298,0.193,1.52827084493184e-07,"APOL2","0"
8.5299720469249e-12,0.58248699182895,0.287,0.183,1.53599206648977e-07,"ULK1","0"
8.71048052489063e-12,0.498959013499218,0.332,0.22,1.56849622811706e-07,"GDAP1","0"
8.83457471530051e-12,0.285144269172075,0.823,0.75,1.59084186898416e-07,"ATP5IF1","0"
8.95059137541183e-12,0.599685692404624,0.26,0.16,1.61173298897041e-07,"CACNA1E","0"
9.03201561781807e-12,0.562555544996965,0.303,0.197,1.6263950523005e-07,"MRPS36","0"
9.06609938573232e-12,0.577146884715341,0.309,0.204,1.63253251638882e-07,"GPRASP2","0"
9.22788648658231e-12,0.566650039711517,0.257,0.158,1.66166551963888e-07,"FAM213B","0"
9.68502600648885e-12,0.448298664718738,0.46,0.34,1.74398263298845e-07,"NARS","0"
1.00495535978147e-11,0.524836626070995,0.319,0.211,1.80962311635849e-07,"C12orf10","0"
1.02069141289922e-11,0.573575846776651,0.262,0.162,1.83795902720763e-07,"CEBPB","0"
1.03228095437017e-11,0.62297311133244,0.259,0.161,1.85882831453437e-07,"PANX2","0"
1.04405135018334e-11,0.531135364177007,0.32,0.211,1.88002326627514e-07,"SPIRE1","0"
1.07108369193303e-11,0.334103614134574,0.627,0.496,1.92870040406381e-07,"MAPRE3","0"
1.07256816428779e-11,0.654792159721921,0.266,0.168,1.93137349343303e-07,"TIPRL","0"
1.08503748268819e-11,0.538855959323455,0.332,0.223,1.95382699507662e-07,"NR1D1","0"
1.09630594979179e-11,0.595245629178259,0.277,0.177,1.97411812379008e-07,"UCHL5","0"
1.1093940082169e-11,0.462387774381309,0.376,0.259,1.99768579059616e-07,"ARHGEF12","0"
1.11959857245061e-11,0.440159495419664,0.366,0.249,2.01606114941181e-07,"CAMK1","0"
1.12152428113395e-11,0.301550560773612,0.725,0.598,2.01952877303791e-07,"CEND1","0"
1.14028546875123e-11,0.609252054093016,0.287,0.187,2.05331204358034e-07,"PMEPA1","0"
1.16218964973024e-11,0.370236295494242,0.536,0.406,2.09275490226925e-07,"LRP1","0"
1.18079765807999e-11,0.563252613630922,0.333,0.224,2.12626234290463e-07,"NDUFAF4","0"
1.19719217746399e-11,0.439673812667008,0.409,0.288,2.1557839539594e-07,"TPM1","0"
1.217783353293e-11,0.602996079285073,0.262,0.164,2.19286248427471e-07,"FARSB","0"
1.27629443316595e-11,0.45237500149771,0.406,0.287,2.29822338580192e-07,"FAM234B","0"
1.30899893888481e-11,0.509716380542101,0.302,0.195,2.35711438924988e-07,"TOMM40","0"
1.41571595419499e-11,0.542310439733684,0.332,0.224,2.54927971871891e-07,"KCNJ9","0"
1.41949197978384e-11,0.602302215687811,0.272,0.172,2.55607920799676e-07,"ALDH5A1","0"
1.42221247622469e-11,0.350935378901305,0.637,0.503,2.5609780059378e-07,"H2AFZ","0"
1.43007890916194e-11,0.536488598671214,0.295,0.191,2.5751430917279e-07,"NUMBL","0"
1.46315663285476e-11,0.402739404991695,0.522,0.395,2.63470614878156e-07,"PTPRN2","0"
1.57593452507308e-11,0.408499138905987,0.462,0.336,2.83778529929909e-07,"PPP1R7","0"
1.63426277500696e-11,0.568317646678486,0.334,0.228,2.94281697895503e-07,"CCDC25","0"
1.63661484600804e-11,0.433881201424678,0.441,0.319,2.94705235320668e-07,"MEF2D","0"
1.73742990423431e-11,0.531645962321034,0.336,0.228,3.12859002855472e-07,"JUN","0"
1.74382976509552e-11,0.267145146326757,0.783,0.689,3.1401142580075e-07,"B4GAT1","0"
1.85929215403817e-11,0.255892336589774,0.851,0.766,3.34802738177654e-07,"SPTAN1","0"
1.88801678282429e-11,0.378423155435848,0.561,0.436,3.39975182083169e-07,"HMGCS1","0"
1.91776332508389e-11,0.567087559771244,0.27,0.17,3.45331641947857e-07,"CDKN2AIPNL","0"
2.01623401047151e-11,0.409552927645697,0.441,0.319,3.63063258265604e-07,"RABL6","0"
2.05273414538173e-11,0.573004652058355,0.261,0.163,3.69635837558888e-07,"BEND6","0"
2.06364980303229e-11,0.575568927836727,0.29,0.188,3.71601420032024e-07,"CKMT1B","0"
2.09349062458073e-11,0.277264711367391,0.763,0.638,3.76974856768252e-07,"BEX2","0"
2.16325089662815e-11,0.372749740147946,0.478,0.352,3.8953658895583e-07,"FHL1","0"
2.21896175040723e-11,0.592241451234069,0.274,0.175,3.99568442395829e-07,"B4GALT5","0"
2.2207661490166e-11,0.59102782757395,0.29,0.189,3.99893360453419e-07,"ATAD1","0"
2.35641521464697e-11,0.491694037789611,0.339,0.228,4.2431968770148e-07,"CACNB4","0"
2.36408033417194e-11,0.36815251528569,0.55,0.43,4.25699945774342e-07,"APBA2","0"
2.36603691608601e-11,0.438167741028909,0.386,0.269,4.26052267479609e-07,"PSMD13","0"
2.37084269982494e-11,0.517229129896749,0.337,0.228,4.26917644957477e-07,"GRAMD1B","0"
2.39093219093813e-11,0.484232409391561,0.33,0.221,4.30535159622229e-07,"NCOA1","0"
2.61116861037398e-11,0.527783238607523,0.309,0.204,4.70193131670043e-07,"ARL2BP","0"
2.62896667144248e-11,0.351375675605885,0.497,0.364,4.73398028526647e-07,"JPT1","0"
2.80351776934382e-11,0.594072388364706,0.273,0.175,5.04829444725741e-07,"EID2","0"
2.86597538046762e-11,0.583952062620455,0.267,0.169,5.16076186760805e-07,"CARMIL2","0"
2.90894155691813e-11,0.616631584458613,0.281,0.183,5.23813106154248e-07,"FZD3","0"
2.92297940333992e-11,0.403329504155707,0.471,0.349,5.2634090115942e-07,"ATP6V1G1","0"
2.9726164579995e-11,0.621297484518152,0.255,0.16,5.35279045591971e-07,"DAB2IP","0"
2.98963225558958e-11,0.420698763457601,0.444,0.325,5.38343080264016e-07,"DOC2A","0"
3.14501166511726e-11,0.439735250568441,0.422,0.307,5.66322250537665e-07,"AMPH","0"
3.2615953378363e-11,0.296391839724021,0.581,0.435,5.87315472484182e-07,"CELF4","0"
3.30209206079485e-11,0.473161467976328,0.357,0.245,5.94607717387329e-07,"COPG1","0"
3.32599082733402e-11,0.396062666681834,0.472,0.349,5.98911168278037e-07,"PSIP1","0"
3.39535148709691e-11,0.387814513831758,0.43,0.308,6.1140094228154e-07,"PRKACA","0"
3.43833976583048e-11,0.479316200883708,0.341,0.233,6.19141841633094e-07,"ZBTB7A","0"
3.59053954261281e-11,0.539419660473768,0.285,0.183,6.46548455438288e-07,"GPR137","0"
3.68306615089578e-11,0.451192351607869,0.391,0.274,6.63209721791803e-07,"SERPINF1","0"
3.72350774649172e-11,0.328671896119218,0.64,0.507,6.70492039910764e-07,"RETREG2","0"
3.75799714830106e-11,0.549305008938145,0.321,0.218,6.76702546494573e-07,"GOLGA7B","0"
3.7785101127662e-11,0.484801822085255,0.318,0.211,6.8039631600581e-07,"TRAK1","0"
3.79797173632192e-11,0.355625517847327,0.565,0.435,6.83900770559489e-07,"LYNX1","0"
3.87700185796113e-11,0.529272620159817,0.294,0.193,6.98131724563061e-07,"HAGHL","0"
3.99225811950235e-11,0.479170584007343,0.357,0.246,7.18885919578787e-07,"TTC1","0"
4.0009009343213e-11,0.560827049113812,0.282,0.183,7.20442231243236e-07,"SLITRK1","0"
4.0141114128923e-11,0.386085031373724,0.487,0.369,7.22821042119515e-07,"MADD","0"
4.0296909169639e-11,0.44076344365027,0.383,0.268,7.2562644341769e-07,"MCF2L","0"
4.13930188768458e-11,0.465288914481672,0.323,0.213,7.45364090915363e-07,"PGRMC2","0"
4.15075255395224e-11,0.296587313613743,0.719,0.618,7.47426012390179e-07,"ENSA","0"
4.16791785649013e-11,0.38387191922485,0.45,0.326,7.50516968418178e-07,"CAMSAP2","0"
4.55073546177452e-11,0.293344509876252,0.67,0.539,8.19450934601738e-07,"MARCH6","0"
4.56615217802204e-11,0.43265414408048,0.436,0.321,8.22227022696428e-07,"MAP2K4","0"
4.91095150910285e-11,0.420917165089352,0.343,0.231,8.8431503824415e-07,"NBEA","0"
5.3571916192911e-11,0.354672078742262,0.586,0.462,9.64669494885748e-07,"ATP5F1C","0"
5.36241601990745e-11,0.28823162598518,0.731,0.605,9.65610252704735e-07,"ACOT7","0"
5.61952228130732e-11,0.357430737233605,0.511,0.385,1.01190737719501e-06,"ATCAY","0"
5.63364477832953e-11,0.363865514078647,0.484,0.354,1.0144504152338e-06,"EGFL7","0"
5.68560488016509e-11,0.478870413589342,0.364,0.255,1.02380687077133e-06,"FDX2","0"
5.97944296121455e-11,0.536781927318149,0.257,0.162,1.0767182940259e-06,"GGT7","0"
6.29999207126903e-11,0.383741523984546,0.437,0.315,1.13443957227341e-06,"COPS8","0"
6.38506664152963e-11,0.53055468594784,0.273,0.174,1.14975895014024e-06,"OCIAD2","0"
6.54732880856577e-11,0.457383716396325,0.351,0.239,1.17897749855844e-06,"CELF1","0"
6.56404241873844e-11,0.306789193825831,0.684,0.557,1.18198711834223e-06,"SERINC3","0"
6.61179193079661e-11,0.536947364511254,0.295,0.194,1.19058537297855e-06,"ZDHHC8","0"
6.68419290869981e-11,0.621287946889835,0.262,0.167,1.20362261706958e-06,"SMIM10L2B","0"
6.73686863642083e-11,0.530096060589064,0.312,0.21,1.2131079353603e-06,"IARS","0"
6.92308981550533e-11,0.474114089456209,0.364,0.254,1.24664078307804e-06,"MAP1S","0"
7.14917250180257e-11,0.302493031488434,0.641,0.514,1.28735149239959e-06,"MYL12B","0"
7.23567389482348e-11,0.315248906699969,0.651,0.522,1.30292779824086e-06,"UQCRC1","0"
7.24973772035337e-11,0.472241675123439,0.413,0.301,1.30546027130403e-06,"CAB39","0"
7.32663485235326e-11,0.613352979061014,0.26,0.165,1.31930713786325e-06,"ACVR1B","0"
7.81073654584983e-11,0.64102213462481,0.409,0.301,1.40647932981118e-06,"SST","0"
8.1932100060297e-11,0.55326617197682,0.363,0.261,1.47535132578577e-06,"HSPA4","0"
8.25524574278735e-11,0.305512320573564,0.708,0.607,1.48652210090372e-06,"CYFIP2","0"
8.27104261002604e-11,0.362001649207115,0.483,0.359,1.48936664278739e-06,"SUMO3","0"
8.41684314473187e-11,0.592671685514432,0.25,0.157,1.51562094507187e-06,"NFYC","0"
8.56411612773588e-11,0.297327963953874,0.627,0.486,1.5421403911214e-06,"NBL1","0"
9.17256042995928e-11,0.440050389362216,0.429,0.314,1.65170295662277e-06,"ARHGEF9","0"
9.38239170093381e-11,0.491071743352685,0.328,0.222,1.68948727358715e-06,"STAU2","0"
9.5800041666028e-11,0.422399724636126,0.39,0.275,1.72507135028017e-06,"KIF3B","0"
9.66483330280215e-11,0.385218612886073,0.467,0.343,1.74034653283558e-06,"SEZ6L","0"
9.71182741188239e-11,0.374364527647215,0.493,0.372,1.74880876205766e-06,"CDK5R2","0"
9.80274134653203e-11,0.544998017558753,0.284,0.186,1.76517963427002e-06,"ATF2","0"
9.86196621699311e-11,0.563236207344031,0.305,0.205,1.77584425669395e-06,"PSMG3","0"
1.01398209056991e-10,0.490744261349868,0.349,0.244,1.82587755048923e-06,"NEDD4L","0"
1.01933898937282e-10,0.479621205489036,0.302,0.199,1.83552371816364e-06,"NCKIPSD","0"
1.03816635924047e-10,0.413927110333038,0.417,0.301,1.86942616308432e-06,"DLGAP4","0"
1.04497329572241e-10,0.380059750700184,0.494,0.373,1.88168341360735e-06,"KIFC2","0"
1.04592963894562e-10,0.452063793185808,0.331,0.224,1.88340550084939e-06,"COPS4","0"
1.07137352580333e-10,0.557535426098574,0.274,0.177,1.92922230791406e-06,"NDUFAF2","0"
1.1148480540876e-10,0.3016312791234,0.647,0.51,2.00750689099554e-06,"SYT4","0"
1.13137239501334e-10,0.43933956404421,0.404,0.29,2.03726227170052e-06,"PDK2","0"
1.14924471282653e-10,0.45237500149771,0.408,0.293,2.06944495438674e-06,"HSD11B1L","0"
1.15106107818811e-10,0.591841227593743,0.261,0.167,2.07271568349333e-06,"LSM14B","0"
1.21321947131262e-10,0.432713310936801,0.341,0.232,2.18464430199263e-06,"GLRX5","0"
1.21400012913409e-10,0.385993027162103,0.423,0.306,2.18605003253175e-06,"NECAP1","0"
1.2419875495469e-10,0.485538497736896,0.323,0.22,2.2364469804691e-06,"AP1S2","0"
1.25065191212339e-10,0.517071456584218,0.3,0.199,2.25204889816059e-06,"PRKDC","0"
1.31913286757588e-10,0.588434692627961,0.262,0.168,2.37536255464389e-06,"LUZP1","0"
1.33843685446506e-10,0.448206743281522,0.29,0.188,2.41012324383524e-06,"MAEA","0"
1.34225207480458e-10,0.49401861751869,0.282,0.184,2.41699331110061e-06,"PIGQ","0"
1.37062089005163e-10,0.461014419700184,0.366,0.258,2.46807703671596e-06,"CACNB1","0"
1.38963003625578e-10,0.56746435580327,0.263,0.17,2.50230680628579e-06,"SLBP","0"
1.42427599030244e-10,0.543063012313135,0.26,0.165,2.56469377573761e-06,"ZBTB8OS","0"
1.45276420330153e-10,0.385333609900273,0.428,0.308,2.61599250088506e-06,"TMEM151B","0"
1.56740691344757e-10,0.420864315757844,0.439,0.325,2.82242962904504e-06,"PIANP","0"
1.5835996561158e-10,0.260068130913598,0.807,0.716,2.85158790076773e-06,"RUNDC3A","0"
1.58441859768049e-10,0.511837849469234,0.301,0.201,2.85306256884326e-06,"DPP10","0"
1.6284417157774e-10,0.517838541563549,0.292,0.193,2.93233499760036e-06,"MINK1","0"
1.655506486201e-10,0.433055985706444,0.399,0.287,2.98107052970214e-06,"SDHB","0"
1.66514054948998e-10,0.322997960984798,0.558,0.438,2.9984185874666e-06,"NDUFV2","0"
1.66598263864379e-10,0.497332656086269,0.273,0.176,2.99993493740588e-06,"ADGRL3","0"
1.66728957050695e-10,0.551490979935064,0.262,0.168,3.00228832961186e-06,"PISD","0"
1.68614905562861e-10,0.536615587597066,0.282,0.186,3.03624860447044e-06,"COPS3","0"
1.71175929069374e-10,0.564904632028489,0.275,0.18,3.08236495475222e-06,"PIP4P1","0"
1.72906840598219e-10,0.553024329839485,0.302,0.205,3.11353347865212e-06,"ANKRD46","0"
1.79327278800731e-10,0.571147213245733,0.254,0.162,3.22914630936476e-06,"PPA2","0"
1.84734955425964e-10,0.488393187707849,0.356,0.25,3.32652234235534e-06,"SOBP","0"
1.88291886079983e-10,0.547529802427676,0.272,0.176,3.39057199264226e-06,"MGAT4B","0"
1.90806283032909e-10,0.574811408763986,0.262,0.169,3.4358487385736e-06,"NPM2","0"
1.91564940279706e-10,0.425027036702606,0.377,0.266,3.44950987961667e-06,"NDUFA7","0"
1.99211615495849e-10,0.621644352692405,0.262,0.172,3.58720356023375e-06,"DPF1","0"
2.02130163120122e-10,0.479583650464607,0.304,0.202,3.63975784730405e-06,"GRK3","0"
2.06385159109643e-10,0.548190528356737,0.267,0.172,3.71637756008735e-06,"ELOF1","0"
2.08053208374598e-10,0.485981731749741,0.318,0.217,3.74641412320139e-06,"GAS2L1","0"
2.11430586055321e-10,0.28672279117565,0.667,0.539,3.80723056309816e-06,"ADGRB2","0"
2.1570106417675e-10,0.407122755090892,0.404,0.291,3.88412906263074e-06,"DOCK3","0"
2.23362148068409e-10,0.501989018517491,0.329,0.227,4.02208220026784e-06,"NECAB3","0"
2.35771603152945e-10,0.403476089711704,0.429,0.314,4.24553925797508e-06,"SDCBP","0"
2.3837102165011e-10,0.531480878498115,0.271,0.177,4.29234698685354e-06,"LYRM4","0"
2.38812827766517e-10,0.455367856559042,0.401,0.292,4.30030258959167e-06,"SFXN5","0"
2.39658962116231e-10,0.582119292895812,0.294,0.199,4.31553893082697e-06,"KPNA1","0"
2.45986444338927e-10,0.450179912593659,0.313,0.21,4.42947790321105e-06,"PFDN4","0"
2.50496007703911e-10,0.539428570976492,0.251,0.16,4.51068161072432e-06,"C19orf66","0"
2.62620489668032e-10,0.452342117685733,0.344,0.239,4.72900715745225e-06,"DDA1","0"
2.69941603630944e-10,0.468189158298966,0.349,0.244,4.86083845658241e-06,"UROD","0"
2.97277430449761e-10,0.365070151575642,0.497,0.381,5.35307469010884e-06,"DYNC1I1","0"
3.13854250987328e-10,0.522015645492545,0.302,0.204,5.65157349752881e-06,"KCTD2","0"
3.1527837303628e-10,0.426481357225286,0.444,0.333,5.6772176632643e-06,"SLC8A2","0"
3.18448425891062e-10,0.513509693495172,0.33,0.229,5.73430080502036e-06,"MKRN1","0"
3.19428606819656e-10,0.47426367270865,0.346,0.242,5.75195092300155e-06,"ABHD2","0"
3.20091670309913e-10,0.423277644616986,0.408,0.297,5.7638907072706e-06,"KCNK1","0"
3.20275086125542e-10,0.510569793782538,0.279,0.183,5.76719347586263e-06,"TESK1","0"
3.23282595465935e-10,0.441347667177655,0.382,0.274,5.8213496965551e-06,"THOC7","0"
3.33170039888043e-10,0.447237668993544,0.392,0.285,5.999392908264e-06,"UBE2E3","0"
3.46220002396357e-10,0.475034890015119,0.362,0.259,6.23438358315121e-06,"AL162231.1","0"
3.52173231381028e-10,0.450045929009242,0.328,0.224,6.34158337747817e-06,"PMM1","0"
3.52473165044148e-10,0.556648605379694,0.287,0.191,6.34698428294998e-06,"ACOT13","0"
3.55550191988334e-10,0.346950542943063,0.573,0.456,6.40239230713394e-06,"CYC1","0"
3.59150281251094e-10,0.370055515612795,0.456,0.337,6.46721911448844e-06,"KCNC2","0"
3.65268142480567e-10,0.472241675123439,0.306,0.206,6.57738344164757e-06,"SUGT1","0"
3.69199534824331e-10,0.501989018517491,0.324,0.224,6.64817602358173e-06,"RSRC2","0"
3.71377556784345e-10,0.449022965555491,0.333,0.229,6.6873956650157e-06,"AMPD2","0"
3.79653233973813e-10,0.541927420927793,0.356,0.252,6.83641578416644e-06,"PVALB","0"
3.81797377936608e-10,0.353058759122064,0.448,0.326,6.8750253845045e-06,"OLA1","0"
3.82786522552506e-10,0.512883659620784,0.281,0.185,6.89283691160297e-06,"UBE2W","0"
3.90084599225912e-10,0.48991656744663,0.33,0.23,7.024253378261e-06,"RPL7L1","0"
3.90493434582459e-10,0.50760871758011,0.339,0.239,7.03161527652633e-06,"CHPF","0"
3.99977220378899e-10,0.425902960456568,0.443,0.329,7.20238980736284e-06,"SUCLA2","0"
4.0185240806959e-10,0.432243607191519,0.397,0.291,7.23615631210911e-06,"FOXG1","0"
4.02975463144192e-10,0.530628176602478,0.291,0.195,7.25637916483746e-06,"ST3GAL5","0"
4.36834188190876e-10,0.328425000646337,0.553,0.423,7.8660732267531e-06,"ALDOA","0"
4.59330270282536e-10,0.532308243695417,0.283,0.189,8.27116017697762e-06,"SAMM50","0"
4.76807144100968e-10,0.296988200066328,0.595,0.465,8.58586624382613e-06,"SH3GL2","0"
4.86621197518365e-10,0.448394933169071,0.306,0.204,8.7625879037132e-06,"DCAF11","0"
5.12117730871421e-10,0.472241675123439,0.312,0.211,9.22170397980167e-06,"CLCN7","0"
5.39247144537243e-10,0.373594087190527,0.441,0.327,9.71022333168214e-06,"UROS","0"
5.55735541379779e-10,0.495449066284764,0.288,0.192,1.00071298936257e-05,"MBNL1","0"
5.58185519783423e-10,0.396474167505473,0.385,0.273,1.00512466547401e-05,"RBBP4","0"
5.63049679759648e-10,0.329065273445342,0.429,0.31,1.0138835583432e-05,"NPEPPS","0"
5.73516865830599e-10,0.579587084810512,0.263,0.173,1.03273182030116e-05,"DYNC1LI1","0"
